,identifier,total,rate
797,ser2,246,0.00011153933348447065
798,ctypes,245,0.00011108592155973702
799,g1,245,0.00011108592155973702
800,expected_dtype,245,0.00011108592155973702
801,df3,244,0.0001106325096350034
802,radius,244,0.0001106325096350034
803,ymin,244,0.0001106325096350034
804,tup,243,0.00011017909771026978
805,neighbors,243,0.00011017909771026978
806,centers,242,0.00010972568578553616
807,index_name,242,0.00010972568578553616
808,fig_ref,242,0.00010972568578553616
809,clf2,242,0.00010972568578553616
810,improperlyconfigured,242,0.00010972568578553616
811,marker,241,0.00010927227386080255
812,mt19937,241,0.00010927227386080255
813,parameters,241,0.00010927227386080255
814,off,240,0.00010881886193606892
815,cython_special,240,0.00010881886193606892
816,op_name,240,0.00010881886193606892
817,result1,239,0.0001083654500113353
818,cached_property,239,0.0001083654500113353
819,angles,239,0.0001083654500113353
820,scaler,239,0.0001083654500113353
821,n_iter,238,0.00010791203808660168
822,eye,238,0.00010791203808660168
823,serializers,238,0.00010791203808660168
824,warning,237,0.00010745862616186806
825,domain,236,0.00010700521423713443
826,pipe,236,0.00010700521423713443
827,fig_test,236,0.00010700521423713443
828,nu,236,0.00010700521423713443
829,blk,235,0.00010655180231240082
830,structure,235,0.00010655180231240082
831,intercept,234,0.00010609839038766719
832,g2,234,0.00010609839038766719
833,global_random_seed,234,0.00010609839038766719
834,svm,234,0.00010609839038766719
835,figure,234,0.00010609839038766719
836,headers,233,0.00010564497846293358
837,x_sparse,233,0.00010564497846293358
838,bb,232,0.00010519156653819996
839,note,232,0.00010519156653819996
840,is_list_like,232,0.00010519156653819996
841,ym,232,0.00010519156653819996
842,meth,232,0.00010519156653819996
843,regex,232,0.00010519156653819996
844,sizes,230,0.00010428474268873272
845,shift,230,0.00010428474268873272
846,nn,230,0.00010428474268873272
847,temp,229,0.00010383133076399909
848,extra,229,0.00010383133076399909
849,place,228,0.00010337791883926547
850,element,228,0.00010337791883926547
851,n_clusters,228,0.00010337791883926547
852,assert_approx_equal,228,0.00010337791883926547
853,b_eq,227,0.00010292450691453185
854,changelist,227,0.00010292450691453185
855,dpi,227,0.00010292450691453185
856,ny,227,0.00010292450691453185
857,cos,226,0.00010247109498979823
858,connections,226,0.00010247109498979823
859,standardscaler,226,0.00010247109498979823
860,v0,225,0.00010201768306506462
861,fh,224,0.00010156427114033099
862,baseestimator,224,0.00010156427114033099
863,b_ub,224,0.00010156427114033099
864,mdates,224,0.00010156427114033099
865,pp,224,0.00010156427114033099
866,nan,223,0.00010111085921559737
867,trim,223,0.00010111085921559737
868,band,223,0.00010111085921559737
869,email,222,0.00010065744729086375
870,ymax,222,0.00010065744729086375
871,paths,222,0.00010065744729086375
872,ridge,221,0.00010020403536613013
873,average,221,0.00010020403536613013
874,bottom,220,9.975062344139652e-05
875,sep,220,9.975062344139652e-05
876,top,220,9.975062344139652e-05
877,z2,220,9.975062344139652e-05
878,train_test_split,220,9.975062344139652e-05
879,spec,220,9.975062344139652e-05
880,when,219,9.929721151666289e-05
881,axisint,219,9.929721151666289e-05
882,diabetes,219,9.929721151666289e-05
883,groupcounter,219,9.929721151666289e-05
884,nd,218,9.884379959192926e-05
885,option_context,218,9.884379959192926e-05
886,expected2,218,9.884379959192926e-05
887,center,218,9.884379959192926e-05
888,logging,218,9.884379959192926e-05
889,z1,218,9.884379959192926e-05
890,observed,218,9.884379959192926e-05
891,d_arr_like_0p5,217,9.839038766719565e-05
892,loader,217,9.839038766719565e-05
893,datetimearray,217,9.839038766719565e-05
894,ns,217,9.839038766719565e-05
895,unique,216,9.793697574246203e-05
896,schema_editor,216,9.793697574246203e-05
897,product,216,9.793697574246203e-05
898,ops,215,9.74835638177284e-05
899,interp,215,9.74835638177284e-05
900,dot,215,9.74835638177284e-05
901,tp,215,9.74835638177284e-05
902,description,214,9.703015189299479e-05
903,ndtype,214,9.703015189299479e-05
904,dt1,213,9.657673996826116e-05
905,tmp_path,213,9.657673996826116e-05
906,fc,213,9.657673996826116e-05
907,inp,213,9.657673996826116e-05
908,geom,212,9.612332804352755e-05
909,command,212,9.612332804352755e-05
910,cb,211,9.566991611879393e-05
911,sf,211,9.566991611879393e-05
912,x3,210,9.52165041940603e-05
913,qs1,210,9.52165041940603e-05
914,n_jobs,210,9.52165041940603e-05
915,pony,209,9.476309226932669e-05
916,alphas,209,9.476309226932669e-05
917,tuples,209,9.476309226932669e-05
918,pat,208,9.430968034459306e-05
919,vertices,208,9.430968034459306e-05
920,pa_dtype,208,9.430968034459306e-05
921,new_values,208,9.430968034459306e-05
922,ddof,208,9.430968034459306e-05
923,mw,207,9.385626841985944e-05
924,eq,206,9.340285649512582e-05
925,exclude,206,9.340285649512582e-05
926,con,206,9.340285649512582e-05
927,got,206,9.340285649512582e-05
928,_log,205,9.29494445703922e-05
929,tri,205,9.29494445703922e-05
930,classifier,205,9.29494445703922e-05
931,string_series,205,9.29494445703922e-05
932,select,205,9.29494445703922e-05
933,nt,205,9.29494445703922e-05
934,merge,205,9.29494445703922e-05
935,widgets,204,9.249603264565859e-05
936,qs2,204,9.249603264565859e-05
937,fontsize,203,9.204262072092496e-05
938,rand,203,9.204262072092496e-05
939,divmod,202,9.158920879619134e-05
940,extents,202,9.158920879619134e-05
941,dependencies,202,9.158920879619134e-05
942,csc_matrix,202,9.158920879619134e-05
943,ones,202,9.158920879619134e-05
944,chunk,202,9.158920879619134e-05
945,wn,202,9.158920879619134e-05
946,upper,201,9.113579687145772e-05
947,ac,201,9.113579687145772e-05
948,triang,201,9.113579687145772e-05
949,compression,201,9.113579687145772e-05
950,using,201,9.113579687145772e-05
951,i8,200,9.06823849467241e-05
952,na_value,200,9.06823849467241e-05
953,is_scalar,200,9.06823849467241e-05
954,ujson,200,9.06823849467241e-05
955,tr,200,9.06823849467241e-05
956,f0,200,9.06823849467241e-05
957,times,199,9.022897302199047e-05
958,rvs,198,8.977556109725686e-05
959,c_void_p,198,8.977556109725686e-05
960,section,198,8.977556109725686e-05
961,nb,197,8.932214917252323e-05
962,warn,197,8.932214917252323e-05
963,ax0,196,8.886873724778962e-05
964,runner,196,8.886873724778962e-05
965,username,196,8.886873724778962e-05
966,wrapper,196,8.886873724778962e-05
967,sign,196,8.886873724778962e-05
968,pu,196,8.886873724778962e-05
969,round,196,8.886873724778962e-05
970,attrgetter,195,8.8415325323056e-05
971,lw,195,8.8415325323056e-05
972,ncols,195,8.8415325323056e-05
973,filled,195,8.8415325323056e-05
974,expressions,194,8.796191339832237e-05
975,host,194,8.796191339832237e-05
976,statistic,194,8.796191339832237e-05
977,ul,194,8.796191339832237e-05
978,fx,194,8.796191339832237e-05
979,ix,194,8.796191339832237e-05
980,cnt,194,8.796191339832237e-05
981,location,193,8.750850147358876e-05
982,hyp2f1testcase,193,8.750850147358876e-05
983,definition,192,8.705508954885513e-05
984,created,192,8.705508954885513e-05
985,exc_info,192,8.705508954885513e-05
986,dims,192,8.705508954885513e-05
987,sparsedtype,192,8.705508954885513e-05
988,lev,192,8.705508954885513e-05
989,n2,191,8.660167762412152e-05
990,permission,191,8.660167762412152e-05
991,raw_prediction,191,8.660167762412152e-05
992,app_config,191,8.660167762412152e-05
993,svc,191,8.660167762412152e-05
994,stride,191,8.660167762412152e-05
995,img,190,8.61482656993879e-05
996,nomask,190,8.61482656993879e-05
997,template_name,190,8.61482656993879e-05
998,suite,190,8.61482656993879e-05
999,min_periods,190,8.61482656993879e-05
1000,patches,189,8.569485377465427e-05
1001,tau,189,8.569485377465427e-05
1002,stdout,188,8.524144184992066e-05
1003,executor,188,8.524144184992066e-05
1004,dt2,188,8.524144184992066e-05
1005,ss,188,8.524144184992066e-05
1006,dir,188,8.524144184992066e-05
1007,dedent,187,8.478802992518703e-05
1008,e1,187,8.478802992518703e-05
1009,rect,187,8.478802992518703e-05
1010,ier,187,8.478802992518703e-05
1011,sos,187,8.478802992518703e-05
1012,filepath,186,8.43346180004534e-05
1013,check_figures_equal,186,8.43346180004534e-05
1014,make_pipeline,186,8.43346180004534e-05
1015,freqs,186,8.43346180004534e-05
1016,mark,186,8.43346180004534e-05
1017,parsed,186,8.43346180004534e-05
1018,sl,186,8.43346180004534e-05
1019,dropna,185,8.38812060757198e-05
1020,global_dtype,185,8.38812060757198e-05
1021,commanderror,185,8.38812060757198e-05
1022,distances,185,8.38812060757198e-05
1023,rnd,185,8.38812060757198e-05
1024,linearregression,184,8.342779415098617e-05
1025,enc,184,8.342779415098617e-05
1026,shutil,184,8.342779415098617e-05
1027,mark_safe,184,8.342779415098617e-05
1028,vec,184,8.342779415098617e-05
1029,signature,183,8.297438222625256e-05
1030,matplotlib,183,8.297438222625256e-05
1031,mail,183,8.297438222625256e-05
1032,estimators,183,8.297438222625256e-05
1033,objects,183,8.297438222625256e-05
1034,inner,183,8.297438222625256e-05
1035,mp,183,8.297438222625256e-05
1036,diag,183,8.297438222625256e-05
1037,y_,183,8.297438222625256e-05
1038,data2,183,8.297438222625256e-05
1039,module_name,182,8.252097030151893e-05
1040,textwrap,182,8.252097030151893e-05
1041,content_type,182,8.252097030151893e-05
1042,lookup_name,182,8.252097030151893e-05
1043,src,182,8.252097030151893e-05
1044,parallel,182,8.252097030151893e-05
1045,suffix,182,8.252097030151893e-05
1046,defaults,181,8.20675583767853e-05
1047,link,181,8.20675583767853e-05
1048,indexes,181,8.20675583767853e-05
1049,x_array,181,8.20675583767853e-05
1050,ord,181,8.20675583767853e-05
1051,converter,181,8.20675583767853e-05
1052,footprint,180,8.161414645205169e-05
1053,align,180,8.161414645205169e-05
1054,n_bins,180,8.161414645205169e-05
1055,predictions,179,8.116073452731807e-05
1056,which,179,8.116073452731807e-05
1057,l1,179,8.116073452731807e-05
1058,numbers,179,8.116073452731807e-05
1059,ws,179,8.116073452731807e-05
1060,zi,179,8.116073452731807e-05
1061,mpatches,178,8.070732260258444e-05
1062,per,178,8.070732260258444e-05
1063,xa,178,8.070732260258444e-05
1064,datetime_frame,177,8.025391067785083e-05
1065,approx,177,8.025391067785083e-05
1066,pl,177,8.025391067785083e-05
1067,dm,177,8.025391067785083e-05
1068,aa,177,8.025391067785083e-05
1069,fielderror,176,7.98004987531172e-05
1070,c0,176,7.98004987531172e-05
1071,nc,175,7.934708682838359e-05
1072,b_,175,7.934708682838359e-05
1073,cp,174,7.889367490364997e-05
1074,sub,174,7.889367490364997e-05
1075,password,174,7.889367490364997e-05
1076,messages,174,7.889367490364997e-05
1077,char,174,7.889367490364997e-05
1078,grad,174,7.889367490364997e-05
1079,cats,174,7.889367490364997e-05
1080,r0,173,7.844026297891634e-05
1081,maskedarray,173,7.844026297891634e-05
1082,obj2,173,7.844026297891634e-05
1083,keepdims,173,7.844026297891634e-05
1084,button,173,7.844026297891634e-05
1085,ids,173,7.844026297891634e-05
1086,i4,173,7.844026297891634e-05
1087,constraint_name,172,7.798685105418273e-05
1088,post_data,172,7.798685105418273e-05
1089,hasher,172,7.798685105418273e-05
1090,datsp,172,7.798685105418273e-05
1091,missing,172,7.798685105418273e-05
1092,orient,172,7.798685105418273e-05
1093,side,172,7.798685105418273e-05
1094,a3,171,7.75334391294491e-05
1095,post,171,7.75334391294491e-05
1096,tempfile,171,7.75334391294491e-05
1097,w1,171,7.75334391294491e-05
1098,extensionarray,171,7.75334391294491e-05
1099,rangesmodel,171,7.75334391294491e-05
1100,gtk,171,7.75334391294491e-05
1101,fftn,171,7.75334391294491e-05
1102,country,171,7.75334391294491e-05
1103,chunksize,171,7.75334391294491e-05
1104,a0,170,7.708002720471548e-05
1105,ndarray,170,7.708002720471548e-05
1106,selector,170,7.708002720471548e-05
1107,indx,170,7.708002720471548e-05
1108,instring,170,7.708002720471548e-05
1109,raises,169,7.662661527998187e-05
1110,cell,169,7.662661527998187e-05
1111,timeout,169,7.662661527998187e-05
1112,initial,169,7.662661527998187e-05
1113,condition,169,7.662661527998187e-05
1114,logger,169,7.662661527998187e-05
1115,arg1,168,7.617320335524824e-05
1116,xk,168,7.617320335524824e-05
1117,lu,168,7.617320335524824e-05
1118,fid,168,7.617320335524824e-05
1119,ascending,167,7.571979143051463e-05
1120,expected_index,167,7.571979143051463e-05
1121,frozenset,167,7.571979143051463e-05
1122,option,167,7.571979143051463e-05
1123,canvas,167,7.571979143051463e-05
1124,iterable,167,7.571979143051463e-05
1125,weight,167,7.571979143051463e-05
1126,handles,166,7.5266379505781e-05
1127,isolate_apps,166,7.5266379505781e-05
1128,create_section_header,166,7.5266379505781e-05
1129,get_lapack_funcs,166,7.5266379505781e-05
1130,eo,166,7.5266379505781e-05
1131,error_msg,166,7.5266379505781e-05
1132,assert_mpmath_equal,165,7.481296758104738e-05
1133,ticks,165,7.481296758104738e-05
1134,dirs,165,7.481296758104738e-05
1135,test_data,165,7.481296758104738e-05
1136,proba,164,7.435955565631376e-05
1137,raw,164,7.435955565631376e-05
1138,overflowerror,164,7.435955565631376e-05
1139,features,164,7.435955565631376e-05
1140,exp_index,164,7.435955565631376e-05
1141,idx_dtype,164,7.435955565631376e-05
1142,attributes,164,7.435955565631376e-05
1143,payload,164,7.435955565631376e-05
1144,midx,164,7.435955565631376e-05
1145,textio,163,7.390614373158014e-05
1146,locale,163,7.390614373158014e-05
1147,reversed,163,7.390614373158014e-05
1148,defaultdict,163,7.390614373158014e-05
1149,nodes,163,7.390614373158014e-05
1150,xf,162,7.345273180684653e-05
1151,dtmodel,162,7.345273180684653e-05
1152,proxy,162,7.345273180684653e-05
1153,gpr,161,7.29993198821129e-05
1154,p3,161,7.29993198821129e-05
1155,hess,161,7.29993198821129e-05
1156,arr1,161,7.29993198821129e-05
1157,pos_label,161,7.29993198821129e-05
1158,ps,161,7.29993198821129e-05
1159,bunch,161,7.29993198821129e-05
1160,position,161,7.29993198821129e-05
1161,nanops,161,7.29993198821129e-05
1162,engine_kwargs,161,7.29993198821129e-05
1163,rf,160,7.254590795737928e-05
1164,units,160,7.254590795737928e-05
1165,avg,160,7.254590795737928e-05
1166,intersect,160,7.254590795737928e-05
1167,abc,160,7.254590795737928e-05
1168,mlab,160,7.254590795737928e-05
1169,dct,160,7.254590795737928e-05
1170,configuration,160,7.254590795737928e-05
1171,_docstring,160,7.254590795737928e-05
1172,recons,159,7.209249603264566e-05
1173,interpolation,159,7.209249603264566e-05
1174,formats,159,7.209249603264566e-05
1175,ll,159,7.209249603264566e-05
1176,expected1,159,7.209249603264566e-05
1177,ax_ref,159,7.209249603264566e-05
1178,batch,159,7.209249603264566e-05
1179,sz,159,7.209249603264566e-05
1180,gridsearchcv,159,7.209249603264566e-05
1181,shapes,159,7.209249603264566e-05
1182,cc,159,7.209249603264566e-05
1183,signals,159,7.209249603264566e-05
1184,rho,158,7.163908410791204e-05
1185,q2,158,7.163908410791204e-05
1186,blocks,158,7.163908410791204e-05
1187,txt,158,7.163908410791204e-05
1188,choice,158,7.163908410791204e-05
1189,assert_warns,158,7.163908410791204e-05
1190,n_splits,158,7.163908410791204e-05
1191,lam,157,7.118567218317841e-05
1192,affine2d,157,7.118567218317841e-05
1193,nan_policy,157,7.118567218317841e-05
1194,sh,157,7.118567218317841e-05
1195,handle,157,7.118567218317841e-05
1196,vt,156,7.07322602584448e-05
1197,urlpatterns,156,7.07322602584448e-05
1198,cbar,156,7.07322602584448e-05
1199,targets,156,7.07322602584448e-05
1200,threshold,156,7.07322602584448e-05
1201,tda,155,7.027884833371117e-05
1202,meta,155,7.027884833371117e-05
